Date,Close,High,Low,Open,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL
2024-05-29,189.1894989013672,191.13817040866115,188.41401104911338,188.5134387924459,53068000
2024-05-30,190.18370056152344,191.06855279301288,189.52752908744432,189.6567669388692,49889100
2024-05-31,191.13816833496094,191.45632497373828,188.81170480343985,190.33285520255313,75158300
2024-06-03,192.90786743164062,193.86232215027837,191.40660565779223,191.7843976924141,50080500
2024-06-04,193.2260284423828,194.19041988861153,191.91365507081835,193.51434462038463,47471400
2024-06-05,194.7372283935547,195.76127042413225,193.74301165159252,194.269945311189,54156800
2024-06-06,193.35525512695312,195.36357706257476,193.04705038431933,194.55826398135935,41181800
2024-06-07,195.7513427734375,195.80105664694403,193.01724660656404,193.52429170702464,53103900
2024-06-10,192.0031280517578,196.15896182874013,191.03873662001607,195.76126603853862,97010200
2024-06-11,205.9519805908203,205.9619324668351,192.51018190883102,192.53005531977516,172373300
2024-06-12,211.8377685546875,218.92652361101457,205.7034379048798,206.17072098738436,198134300
2024-06-13,213.00099182128906,215.49647028335949,210.37626033331,213.49810017257707,97862700
2024-06-14,211.26112365722656,213.92561727783075,210.07800329190465,212.61325905037393,70122700
2024-06-17,215.4169464111328,217.6837594401996,211.4897931914233,212.13602802573277,93728300
2024-06-18,213.0507049560547,217.3656172672209,211.7681719978675,216.3316233309755,79943300
2024-06-20,208.46737670898438,213.0010181769571,207.64219009381964,212.69279821776487,86172500
2024-06-21,206.2900390625,210.66458669732776,205.91223184266303,209.17326157128963,241805100
2024-06-24,206.93626403808594,211.46988977828624,205.39522511371305,206.51869484312465,80727000
2024-06-25,207.8609161376953,210.1575545458077,207.40356972919952,207.94044013256496,55549700
2024-06-26,212.01670837402344,213.6173978459433,209.42180221570723,210.2768291728298,66213200
2024-06-27,212.86180114746094,214.49231592564604,211.12192192565487,213.44838535845383,49772700
2024-06-28,209.4019317626953,214.82042530908265,209.08379028418835,214.52215724323335,82542700
2024-07-01,215.49647521972656,216.25207446959737,210.6944066158183,210.86342163866271,60402900
2024-07-02,218.99612426757812,219.10548871515067,213.85602557275527,214.89994100712372,58046200
2024-07-03,220.26873779296875,220.26873779296875,217.76330717829083,218.72769869983824,37369800
2024-07-05,225.03103637695312,225.14040083639475,220.36815696069414,220.36815696069414,60412400
2024-07-08,226.50247192382812,226.53229721329785,221.95889400104966,225.7766827586142,59085900
2024-07-09,227.35748291015625,228.07332019577044,225.0608446065374,226.6118203351868,48076100
2024-07-10,231.63262939453125,231.732057144285,227.92420492099558,227.97391879587246,62627700
2024-07-11,226.25389099121094,231.04600736969545,224.4642979818121,230.05179071675636,64710600
2024-07-12,229.20672607421875,231.29458734662404,227.357482286545,227.59609977127653,53046500
2024-07-15,233.04440307617188,235.8580383346859,231.7419815445035,235.11237576276483,62631300
2024-07-16,233.4619903564453,234.9036016458956,230.9863851256273,233.64094209406048,43234300
2024-07-17,227.55633544921875,230.1214164943178,225.32928445945876,228.1230311101644,57345900
2024-07-18,222.88351440429688,229.1073212664266,220.98457185049298,228.9482429378798,66034600
2024-07-19,223.0127410888672,225.48834608374398,221.9886991219942,223.5198013048721,49151500
2024-07-22,222.66477966308594,226.46267958300487,221.7998008147913,225.69712847330965,48201800
2024-07-23,223.7086944580078,225.6275405798551,221.392167723929,223.0723963761116,39960300
2024-07-24,217.276123046875,223.4999296447353,215.8742889513949,222.70455320631825,61777600
2024-07-25,216.23219299316406,219.57276167257183,213.37878078186108,217.6638522810165,51391200
2024-07-26,216.69947814941406,218.22062848355827,214.76074345207394,217.43518879671294,41601300
2024-07-29,216.97787475585938,218.0317421116191,214.50226952108,215.70527849563507,36311800
2024-07-30,217.5346221923828,219.05577256608925,214.87011348402856,217.92236610782675,41643800
2024-07-31,220.795654296875,222.52559687691686,219.35404306544518,220.1593561933901,50036300
